meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.15755931190719208,-0.2256333398010021,0.6184466606381871,-0.11086125408925662,-0.18082291775632342,-0.6692964591535111,1.0,-0.551701416652446,1.0000000000000002,-0.22331078454090092,-0.511899498319557,-0.613939912325314,0.5424117408739219,-0.6132028343278851,-0.190535997559585,-0.030271327059048225,0.4914860854163643,-0.38268287605662366,-0.26258429730206123,-0.07206224599881184,0.6210502565990634,0.13516036147323574,-0.31702455950812164,0.5126231190875457,0.5714288729849255,-0.1782696730063087,-0.36768208377204536,0.5797196962280162,-0.11469836960104951,-0.556741561062734,-0.34357959333352867,-0.7772619681516664,-0.025472271981140604,-0.5277279844018119,-0.2538152289568466,-0.5690375987928891,pop
-0.12790128374285314,-0.20564153093378534,0.7178965340404901,0.2589903482718314,-0.46077931257928073,-0.5234837647071287,0.9155691062401257,-0.3103485166299039,0.9025786900180341,0.1248869243031363,-0.6756630300494867,0.10560428189513527,0.7097237798044211,0.08763642167726138,-0.14754023256244064,0.27275151409012044,0.6610767903658039,-0.08559003574833057,-0.060473298048807356,0.7422462456458445,0.6737138344227578,0.9964350147928607,0.19123822095681775,0.8210117426284804,0.6276119379788255,0.491519445006124,-0.06663024112400628,0.3789057780942586,0.03303516023687336,-0.47761700046894806,0.09497186881458586,-0.5054678738548175,0.30872125650035415,0.038645400048790135,-0.09304563302121058,-0.2543199858456615,pop
-0.3434904196436721,-0.3555644131253638,0.30670786932782,0.03888756808127147,-0.6349132691736412,-0.6898634231982412,0.719496770926277,-0.542386027969861,0.6217177632761324,0.030388528637630197,-0.4057357297956915,-0.3834189715297881,0.6183123226500367,-0.6758765243790142,-0.09776190805702517,-0.6573899047509175,0.28276350786841037,-0.6757951307275262,0.05168708474262157,-0.37962267435236885,0.5688372769905199,-0.2967483296856228,0.11997923447971426,-0.333920610622799,0.6585200179832744,-0.5444085235969297,-0.11414932156450039,-0.4825486194472077,0.27854265414346047,-0.8261655747226384,0.10839969412370357,-0.7934993992013604,0.3782031538497898,-0.6785029970419828,0.03808807637531027,-0.5958233144148919,pop
-0.4297426705502585,-0.4742539462793627,-0.2638124761977294,-0.0432840360293989,-0.11938118143999432,-0.5167220595915203,-0.014397361449434598,-0.03859970675740665,-0.17159660636708984,0.0866390150329246,0.10388857773489724,-0.004108178481580849,-0.1407467816459249,-0.2905766942670912,0.09223934417989788,0.2141916801451591,0.5582292562119788,-0.5470958583483604,-0.32380565421864554,-0.22265871863587172,0.7473664744553986,-0.2957295949145202,-0.23154781260592755,0.06012765112756524,0.5372715723122896,-0.5441381639320841,-0.19941103283275982,-0.3799801170578576,-0.10214351916409414,-0.7231253361718896,-0.1268323925060112,-0.8119582449415519,-0.09531638058488656,-0.5761316234270478,-0.12129081930801924,-0.5059032413240911,pop
-0.3324869094741384,-0.339564968922898,0.04474979635039311,-0.047986502177144175,-0.35700823764355993,-0.6233776857476554,0.4193889211177204,-0.3790265433126665,0.22264983484237222,0.17555403099526545,-0.19008872908947927,-0.1531167064422616,0.37606633285977115,-0.28877087677341085,-0.023330254083726354,-0.5693217262452853,0.44627965466956465,-0.6254767629577082,-0.13555409539412208,0.11887634052678919,0.4375553718946362,-0.2718200740177199,0.2074310597119577,-0.5002220606755701,0.7180669380350335,-0.6745851290637767,-0.20964188188969393,-0.30456265936283833,0.020842157701215724,-0.7959884808893207,-0.1734513772041399,-0.8093436705989201,0.2478797819371267,-0.7351811414307087,-0.019377120494901742,-0.6483988776171669,pop
-0.6561859477042827,-0.366603204447148,-0.3062307503734667,0.16296960370984204,-0.06443978291027763,-0.632523721938743,0.13476283698876146,-0.27493928097683606,-0.19005211916138343,0.32214952788443285,-0.14795761056532664,0.019452201990572737,0.5571016074819214,-0.3931830114779534,0.11880878799023331,-0.39161717249009254,0.2535529821049811,-0.726742353782295,-0.1655879824755457,-0.00023457335767673726,0.0300295910474285,-0.13615618858418244,-0.12334087832015539,-0.0035847852985702033,0.2836493496865188,-0.2681251462404599,-0.7336304549061088,0.4111047114257993,-0.48382919081858733,-0.6755959671370411,-0.8030454482016877,-0.7156806783243865,-0.2431203354906709,-0.592081360703459,-0.5359069460729268,-0.4609418528421051,pop
-0.6566008613607508,-0.5898974553146135,-0.24054515769854756,-0.2209311616118581,-0.4258129297273987,-0.6232358204684403,0.21828617791652238,-0.36986169992602924,-0.03643383469363726,0.038799128233964364,-0.10931883159601508,-0.4795004506124687,0.2950846938970943,-0.3233932874117106,-0.09633312507278213,-0.31005451721417066,0.313801482282646,-0.6457766597810866,0.0990513452186696,-0.31056738512078597,0.4423721182882452,-0.11863896219229919,0.36711868012030124,-0.6403774790574076,0.8472262288346031,-0.8204181072310031,-0.0955637167879369,-0.3051407435758584,0.15731443314028826,-0.6118995364349875,-0.19999544893097973,-0.7722384852050705,0.23179044914576466,-0.5802362889195166,-0.2545327588268943,-0.27545857660929696,pop
-0.3904752421021186,-0.5501592687599245,-0.2135236582652429,-0.28275225873968846,0.12385801077204217,-0.2987213354607645,0.04257473695754466,-0.3277677063218458,-0.19610066868698128,-0.09518181489228006,-0.19093818840944787,-0.16860544171079161,0.04597865673184304,-0.31544719930849374,-0.03230604317592106,-0.29043997126232457,0.46584305441314017,-0.579823449045866,-0.4449609498457259,0.3943884877966666,0.45995349837445787,0.20048436747666742,0.3802509043723054,0.37806358949197216,0.6699475025492426,-0.12223418256916485,-0.29948096800231305,0.9999999999999998,0.05672419440986301,-0.6879107287752412,-0.03423235364265792,-0.6053619513161781,0.10058154872832992,-0.3640559500481151,0.26636974940729,-0.4914326172517631,pop
-0.6654800136091679,-0.8086503288655305,-0.02977787105197449,-0.3247687319385085,-0.4985940443227568,-0.72566758022452,0.6375693234638784,-0.36644196201420587,0.39720254584441106,0.12797768663847453,-0.2522822372801282,-0.39536815140927606,0.6944950957112122,-0.25683892249430673,0.049663132052704784,-0.44736220521989034,0.7430195831654275,-0.6298205589506598,0.12275628040894787,-0.3632511625900623,0.4975818074392303,-0.427955334027732,0.19445420862458693,-0.3257509553001643,0.5502458965598772,-0.6830487040268898,0.0002663324202941131,-0.5220297808290159,0.1709555196349273,-0.6761275575398735,-0.21766526151042362,-0.6730585359569965,0.3541708956117677,-0.7329492742718215,0.023175254591681696,-0.6342122871228971,pop
0.29522766312330395,-0.07309043050290476,0.6439595659281507,-0.07072437657310005,-0.4668045342496221,-0.5638078621010523,0.7095499717266631,-0.6788363789918188,0.7767862122817784,-0.37990219753050347,-0.5906491734669621,-0.4265930943844387,0.5351144228452593,-0.30133894299085184,-0.02866268265315436,0.01245342301844099,0.3966621488359368,-0.5388592055974627,-0.08656673113332058,-0.11874873080160109,0.0997769516498595,-0.026813571420857274,0.17988116699312806,-0.10324872361315074,0.3926681158828804,-0.6108232501319255,-0.16841776268234332,0.16533667353264225,0.19249007559913764,-0.6772929066800012,-0.06900746354981482,-0.7159380047614659,0.15132566417044296,-0.5643132349300135,-0.11483853558642092,-0.5054958527162747,pop
-0.7206801264656825,-0.6438035862068993,-0.4220247058544112,-0.1262152848961101,-0.26600858737221467,-0.5787396753726204,0.017494782904226236,-0.029836368798909607,-0.24303890035386488,0.31094338719254666,0.041756699063895564,-0.03291161726150693,0.24575659096806135,-0.5432002822783342,0.09086688307606916,-0.26222252566094517,0.5944905330691136,-0.5300999371633587,0.2966563361490083,-0.4287756068148897,0.6713825150016846,-0.4122982285308967,0.13353885312960495,-0.3876582443705241,0.4928696057130657,-0.668712812359358,-0.29396439365041593,-0.15387177610352198,0.3078200430705369,-0.8385394121037067,0.044733891819950036,-0.7659122862567236,0.449057581159962,-0.34325233669055755,-0.30929537753338643,-0.666802488743103,pop
-0.6983909648402167,-0.797647288427175,-0.3540962408464384,-0.5835629141652185,-0.06522927309322535,-0.6607695517659473,0.23008260712477901,-0.14604941599448973,-0.10938826606181173,0.08008325634419355,0.07275528053192226,-0.5690691700089607,0.3257393561574796,-0.03153250899945781,-0.468715945007428,-0.24655378022900076,-0.25276720760200644,-0.745443248083453,-0.4711507209636805,-0.5460902102488889,0.38319172943697066,-0.22116090032398827,-0.3440661443550547,-0.6741634986025448,-0.019314049759824314,-0.20406951429289233,-1.0,-0.5459859640198618,-0.25011854724898036,-0.7370590030478716,-0.5528028010909172,-0.8162148267343329,-0.18036570482609193,-0.2527608130148,-0.4240586715796521,-0.6160131517533055,pop
-0.375621333200561,-0.7158562581546746,-0.036810433861940606,-0.5057466995391016,-0.5350589605143674,-0.8418878956443462,0.2934645753831766,-0.4758073288792043,0.14298994180750002,-0.13614214883102393,-0.15554051474292208,-0.5652521456472926,0.010962704466815631,-0.6445087295848061,-0.20414733864584111,-0.62462956060348,0.4842226240975807,-0.6968671588036933,-0.08802252257473242,-0.7016407180818329,0.46501861178480686,-0.31471036339193503,0.0895732209705492,-0.5051439483762425,0.15873646969750857,-0.5102055267806899,-0.34874029744683765,-0.03475270277710374,-0.0350640709025514,-0.7147074203487224,0.06544808951977298,-0.6788122880787131,0.3294082914848032,-0.632738001073515,0.02946221386941167,-0.46034593024269377,pop
-0.7307874231372451,-0.7244707099892991,-0.1390832001405211,-0.17281695780925033,-0.1011221181304025,-0.44022649002654135,0.5006302452222666,-0.42008371272512934,0.2019632996820795,0.3479158911884175,-0.26802316485361544,-0.3083383109705181,0.6504222133420029,-0.21043802911227516,0.03525577388211787,-0.16623180547135719,0.7464847703388596,-0.8378956975144929,0.09613746402640083,-0.3763890888988818,0.6261980455614164,-0.25775375551178636,0.2277348190728556,-0.13929304081960225,0.39704457815777106,0.009399285466958673,0.4234559555887968,0.4352191982371485,0.26609653208484835,-0.3352591867681629,0.009239123237387847,-0.7489246005381929,0.5050886668428685,-0.1836037636112433,0.06184877892687167,-0.3401071423173494,pop
